Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Dylan Spencer,TTU,['LB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jayvon Thomas,TA&M,['DB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quintrevion Wisner,TEX,['RB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jon Hill,ARK,['DL'],['0'],['4'],['4'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Brooks Miller,UNC,['WR'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davon Banks,WASH,['CB'],['2'],['2'],['4'],['0.0'],['5'],['4'],['0'],['0'],['0'],['0']
T'sai McDaniel,UAB,['CB'],['4'],['0'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jake Ripp,BOIS,['LB'],['3'],['1'],['4'],['0.0'],['12'],['0'],['0'],['0'],['0'],['0']
Chantz Harley,MD,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
John Jackson,KENT,['DL'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chance Keith,ARMY,['DB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jack Reiger,LOU,['LB'],['2'],['2'],['4'],['0.0'],['14'],['0'],['0'],['0'],['0'],['0']
Jackson Wiegold,BALL,['LB'],['0'],['4'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Terrell Foster,UGA,['LB'],['1'],['3'],['4'],['0.0'],['5'],['0'],['0'],['0'],['0'],['0']
Chance Singleton,GAST,['CB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Josh Lukusa,M-OH,['DL'],['2'],['2'],['4'],['1.0'],['2'],['0'],['0'],['0'],['0'],['0']
Ike Nnakenyi,NEV,['DL'],['2'],['2'],['4'],['2.0'],['0'],['0'],['0'],['0'],['0'],['1']
James Smyre,UAB,['LB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Jadarius Brown,SHSU,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Konnor Near,OU,['LB'],['3'],['1'],['4'],['0.0'],['19'],['0'],['0'],['0'],['0'],['0']
Braden Turner,NU,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tyrique Howard,UAB,['DL'],['2'],['2'],['4'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Jontez Williams,ISU,['DB'],['1'],['3'],['4'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jayvon Parker,WASH,['DL'],['3'],['1'],['4'],['0.0'],['15'],['0'],['0'],['0'],['0'],['0']
Daveon Hook,RICE,['S'],['3'],['1'],['4'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Sione Noa,FRES,['DL'],['2'],['2'],['4'],['1.0'],['4'],['0'],['0'],['0'],['0'],['0']
Jonathan Maldonado,NEV,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['1'],['23'],['0'],['0']
Mekah Ryder,OHIO,['CB'],['0'],['4'],['4'],['0.0'],['11'],['1'],['0'],['0'],['0'],['0']
Justin Cryer,FSU,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Eamon Smalls,UAB,['DL'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dante Lovett,VT,['CB'],['4'],['0'],['4'],['0.0'],['4'],['0'],['0'],['0'],['0'],['0']
Bobby Washington Jr.,MIA,['LB'],['1'],['3'],['4'],['0.5'],['1'],['0'],['0'],['0'],['0'],['0']
Adrian Wilson,WSU,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jerry Mixon,ORE,['LB'],['2'],['2'],['4'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davaughn Patterson,WAKE,['DB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Latreveon McCutchin,HOU,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Connor Walendzak,TOL,['RB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Alex Moore,MD,['DB'],['2'],['2'],['4'],['0.0'],['4'],['0'],['0'],['0'],['0'],['0']
Leroy Bryant,WASH,['CB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tamarcus Cooley,MD,['DB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jourdan Thomas,TENN,['DB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tyler Narayan,NAVY,['DT'],['3'],['1'],['4'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
R Mason Thomas,OU,['DL'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Wesley Smith,TTU,['LB'],['3'],['1'],['4'],['0.0'],['10'],['0'],['0'],['0'],['0'],['0']
Raleigh Collins III,WVU,['LB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
AJ Brown,UAB,['S'],['4'],['0'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Markus Knight,ODU,['S'],['1'],['3'],['4'],['0.0'],['0'],['0'],['1'],['28'],['0'],['0']
Jaylan Lawson,SJSU,['LB'],['2'],['2'],['4'],['0.0'],['17'],['0'],['0'],['0'],['0'],['1']
BJ Harris,UNLV,['DB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tristan Warner,WASH,['S'],['4'],['0'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Griffin Miller,WASH,['LB'],['3'],['1'],['4'],['0.0'],['39'],['0'],['0'],['0'],['0'],['0']
Ca'lub Holloway,SHSU,['LB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Koron Hayward,WKU,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tevita Fotu,UTAH,['DT'],['2'],['2'],['4'],['0.0'],['5'],['1'],['0'],['0'],['0'],['0']
Jake Reichle,ORST,['RB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Brendan Bett,BAY,['DL'],['2'],['2'],['4'],['1.0'],['2'],['0'],['0'],['0'],['0'],['0']
Mackavelli Malotumau,NEV,['DL'],['2'],['2'],['4'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chris D'Appolonia,TOL,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tavien Ford,UNM,['DT'],['0'],['4'],['4'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Timmy Hinspeter,RUTG,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Wilson,FRES,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Hudson Miller,PUR,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davion Westmoreland,KU,['DE'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Amare Campbell,UNC,['LB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['1'],['19'],['0'],['0']
K.C. Beard,AFA,['DB'],['1'],['3'],['4'],['0.0'],['15'],['0'],['0'],['0'],['0'],['0']
John Norwood,SJSU,['DL'],['3'],['1'],['4'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Taye Brown,ARIZ,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ayden Jackson,GASO,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Montgomery,TEM,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
R.J. Jackson,TLSA,['DL'],['1'],['3'],['4'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
Kamuela Ka'aihue,ARIZ,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quaylen Hill,FIU,['DL'],['0'],['4'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quin Warren,JVST,['DL'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jake Hall,UTEP,['LB'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Shamoun Duncan-Niusulu,BGSU,['S'],['3'],['1'],['4'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jordan Campbell,RICE,['DE'],['0'],['4'],['4'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Max Ahoia,RICE,['S'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jonah Delange,UAB,['PK'],['2'],['2'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Daniel Grobe,AFA,['DE'],['3'],['1'],['4'],['0.5'],['18'],['0'],['0'],['0'],['0'],['0']
Marion Ponds,BALL,['DB'],['3'],['1'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Azain Brown,ULM,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
RJ Moss Jr.,USA,['DL'],['2'],['2'],['4'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Emauri Sibley,USA,['LB'],['1'],['3'],['4'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Trevor Yeboah-Kodie,RUTG,['DB'],['3'],['1'],['4'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Marcus Patterson,WKU,['DE'],['2'],['1'],['3'],['0.0'],['56'],['0'],['0'],['0'],['0'],['0']
Dylan Wyatt,ARIZ,['CB'],['3'],['0'],['3'],['0.0'],['4'],['1'],['0'],['0'],['0'],['0']
Armani-Eli Adams,FAU,['S'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaelen Skipper,FAU,['S'],['2'],['1'],['3'],['0.0'],['13'],['0'],['0'],['0'],['0'],['0']
Donte Burton,TLSA,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Samuela Tuihalamaka,SDSU,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Montre Miller,WVU,['CB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gilbert Frierson,LOU,['DB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['1'],['4'],['0'],['0']
Jalen Knox,MISS,['WR'],['2'],['1'],['3'],['0.0'],['15'],['0'],['0'],['0'],['0'],['0']
Jabari Johnson,SHSU,['DB'],['1'],['2'],['3'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Grant Misch,UVA,['TE'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ahmad McCullough,WSU,['LB'],['2'],['1'],['3'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Julian Ortega-Jones,TXST,['WR'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Ragone,MIA,['LB'],['0'],['3'],['3'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Malik Moore,BYU,['S'],['1'],['2'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Andrew Jenkins,SJSU,['S'],['2'],['1'],['3'],['0.0'],['8'],['1'],['1'],['0'],['0'],['0']
Chris Jackson,WSU,['DB'],['1'],['2'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Brendan Gant,COLO,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Devyn Ford,ND,['RB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Naki Fahina,UNLV,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kevon Glenn,CONN,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Asher Alberding,CAL,['TE'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Torry Locklin,KU,['RB'],['2'],['1'],['3'],['0.0'],['34'],['0'],['0'],['0'],['0'],['0']
Cecil Powell,NCSU,['CB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Juwaun Price,SYR,['RB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dalvin Smith,WKU,['WR'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Shea Whiting,BOIS,['WR'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Antavious Willis,USM,['RB'],['2'],['1'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Tanner Blount,FRES,['LB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jacolbe Cowan,UNC,['DL'],['2'],['1'],['3'],['1.0'],['13'],['0'],['0'],['0'],['0'],['0']
Derek Boykins,CLT,['LB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Brian Dillard,USA,['CB'],['3'],['0'],['3'],['0.0'],['10'],['0'],['0'],['0'],['0'],['0']
Dejuan Butler,CAL,['DB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Frank Gore Jr.,USM,['RB'],['3'],['0'],['3'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Jalar Holley,CLT,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jalen Huff,FAU,['DB'],['3'],['0'],['3'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Kobe Pepe,USC,['DL'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaden Johnson,WIS,['LB'],['2'],['1'],['3'],['1.0'],['11'],['0'],['0'],['0'],['0'],['1']
Reece Atteberry,MICH,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bryson Bonds,IU,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kenean Caldwell,KU,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sawiaha Ellis,TOL,['LB'],['0'],['3'],['3'],['0.0'],['20'],['0'],['0'],['0'],['0'],['0']
Muelu Iosefa,CAL,['LB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Hunter Kaupiko,NEV,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kelvin Gilliam Jr.,OU,['DL'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jarris Williams,TROY,['RB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaiden Keefe,EMU,['WR'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jalen McNair,BUFF,['CB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Khaya Wright,FIU,['LB'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dalton Elrod,BALL,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Will Norris,MIZ,['LB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Hugo Klages,MASS,['DT'],['1'],['2'],['3'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Ja'Markis Weston,FLA,['S'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jake Levant,AUB,['LB'],['1'],['2'],['3'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Kierron Smith,GASO,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jake Harkleroad,UNC,['LB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sean O'Keefe,TLSA,['S'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Myles Turner,MASS,['LB'],['1'],['2'],['3'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Will Jones II,USF,['S'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Camari Harris,AKR,['LB'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Mullaney,CIN,['DL'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kobi Thomas,MD,['LB'],['3'],['0'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dylan Black,ORST,['LS'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Antonio Smith,AKR,['DE'],['2'],['1'],['3'],['2.0'],['48'],['0'],['0'],['0'],['0'],['0']
Daego Albert,UNLV,['DB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gabriel Bryan,USU,['CB'],['3'],['0'],['3'],['0.0'],['1'],['2'],['0'],['0'],['0'],['0']
Corey Cuascut-Palmer,TEM,['CB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kevon Haigler,APP,['DE'],['0'],['3'],['3'],['0.5'],['25'],['0'],['0'],['0'],['0'],['0']
Shambre Jackson,MASS,['DT'],['1'],['2'],['3'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Kechaun Bennett,MICH,['DE'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Poukesi Vakauta,USU,['DT'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
AD Diamond,UAB,['CB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['1'],['0'],['0'],['0']
Hammond Russell IV,WVU,['DL'],['2'],['1'],['3'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Bryce McMorris,SMU,['CB'],['2'],['1'],['3'],['1.0'],['6'],['0'],['0'],['0'],['0'],['0']
Terrell Gordon,GAST,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Pierce Oppong,NIU,['DE'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Peter Montini,CSU,['TE'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Broc Lane,USU,['TE'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ose Egbase,UNLV,['DL'],['3'],['0'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davis Burns,UTEP,['S'],['0'],['3'],['3'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Keeon Terrell,USF,['DE'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chase Smith,MIA,['LB'],['1'],['2'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Key'Savalyn Barnes,UL,['CB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
D.J. Withers,KU,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Omar Daniels,GT,['DB'],['3'],['0'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Trevor Moffitt,APP,['LB'],['3'],['0'],['3'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Jaden Phillips,SHSU,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Marquis Shoulders,TLSA,['WR'],['3'],['0'],['3'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
Zy Brockington,MEM,['DL'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Rishad Hence,AKR,['S'],['1'],['2'],['3'],['0.0'],['39'],['0'],['0'],['0'],['0'],['0']
Darren Barkins,WASH,['CB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Isaiah Newcombe,UCLA,['DB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Reggie Neely,USA,['CB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nilay Upadhyayula,CONN,['C'],['1'],['2'],['3'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Cody Lindenberg,MINN,['LB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
C.J. Hicks,OSU,['LB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jam Miller,ALA,['RB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gabe Powers,OSU,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jacolby Spells,WVU,['CB'],['2'],['1'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Enai White,TA&M,['DL'],['2'],['1'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Roydell Williams,ALA,['RB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Patrick Taylor,UGA,['DB'],['1'],['2'],['3'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Tylon Dunlap,GAST,['DE'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Marcus Moore,NAVY,['S'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Williams,WKU,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Van Heitmann,RICE,['DL'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jamison Heinz,IOWA,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Natano Woods,SJSU,['DL'],['2'],['1'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sirad Bryant,GT,['DB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jimmy Scott,PITT,['DL'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nick Mosley,BGSU,['RB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Elijah Fuentes-Cundiff,SYR,['DL'],['0'],['3'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Koby Bretz,NEB,['DB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaghen Roach,UNT,['DL'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Rodrick Hockley,TXST,['CB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jalen Montgomery,MTSU,['RB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
JoJo Evans,FIU,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nick Days,LIB,['LB'],['1'],['2'],['3'],['0.0'],['21'],['1'],['0'],['0'],['0'],['0']
Justin White,MSU,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Brian Balom,MIA,['S'],['3'],['0'],['3'],['0.0'],['28'],['0'],['0'],['0'],['0'],['0']
Avantae Williams,MD,['DB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ty Bowman,KSU,['WR'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Landon Grier,SC,['DB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Lucas Matias,FIU,['PK'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mitchell Melton,OSU,['LB'],['3'],['0'],['3'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gabe Brown,OKST,['LB'],['0'],['3'],['3'],['0.0'],['16'],['0'],['0'],['0'],['0'],['0']
Xavier Guillory,ASU,['WR'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Camby Goff,AFA,['S'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zion Kelly,AFA,['CB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Andrew Johnson,WYO,['S'],['1'],['2'],['3'],['0.0'],['21'],['0'],['0'],['0'],['0'],['0']
Devin Moore,FLA,['CB'],['2'],['1'],['3'],['0.0'],['0'],['1'],['1'],['39'],['0'],['0']
Amorion Walker,MICH,['DB'],['2'],['1'],['3'],['0.0'],['6'],['1'],['0'],['0'],['0'],['0']
Ahmarian Granger,ODU,['WR'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaiven Plummer,CAL,['WR'],['0'],['3'],['3'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Darris Smith,UGA,['LB'],['3'],['0'],['3'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Mandel Eugene Jr.,TULN,['LB'],['2'],['1'],['3'],['0.0'],['16'],['0'],['0'],['0'],['0'],['0']
Dorian Helm,MASS,['DB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Julian Peterson,TROY,['DT'],['1'],['2'],['3'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Dalton Hughes,USA,['LB'],['2'],['1'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cam Burden,CLT,['LB'],['1'],['2'],['3'],['0.0'],['23'],['0'],['0'],['0'],['0'],['0']
Sione Moa,BYU,['LB'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jasaiah Gathings,AKR,['WR'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
John Burris III,UTEP,['CB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
C.J. Madden,UGA,['DE'],['3'],['0'],['3'],['0.0'],['3'],['0'],['0'],['0'],['0'],['0']
Blake Glessner,UCLA,['PK'],['3'],['0'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Trey McDonald,UVA,['LB'],['2'],['1'],['3'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
Kalvin Dinkins,MSST,['DL'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zeke Berry,MICH,['DB'],['1'],['2'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Croix Stewart,UCLA,['DB'],['0'],['3'],['3'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
